K01369	LgmN
K00541	NnmT
K00548	Mtr
K00549	-
K04425	Map3k6
K04424	Zak
K01147	-
K01410	MipEp
K04421	Map3k3
K04420	Map3k2
K01415	Ece2
K01415	Ece1
K01414	-
K01419	-
K04429	TaoK1
K04429	TaoK2
K04429	TaoK3
K01148	ParN
K00788	-
K14506	-
K14505	-
K05539	-
K14503	-
K14501	-
K14500	-
K05087	Igf1r
K14509	-
K14508	-
K12900	SrsF10
YOL030W	-
Egd2	-
K06629	Dbf4
K02140	Atp5l
K02141	-
K02142	-
K02143	-
K02144	Atp6v1h
K02145	Atp6v1a
K02146	Atp6v0d2
K02146	Atp6v0d1
Q562X9	Q562X9
K02148	Atp6v1c2
K02148	Atp6v1c1
K02149	Atp6v1d
YHR129C	-
K03368	St3Gal2
K03363	Cdc20
K03362	FbxW11
K03362	BtrC
K03361	-
K03360	-
YOR383C	-
K03364	Fzr1
K07869	RhoBtb3
K11453	Cbx6
K10989	AicDa
K11451	Cbx2
K13236	DecR1
K13237	DecR2
K13238	Dci
K13239	PecI
K12017	TriM41
K12014	TriM38
K12011	TriM31
K07248	-
K07249	AldH1a1
K07249	AldH1a2
K11459	Bmi1
K02822	-
YER070W	-
K08637	Cpa4
K06265	Dag1
YML085C	-
K06267	HmmR
K06266	Cd47
K10503	ZbtB24
K10501	ZbtB20
K06269	Ppp1cb
K06269	Ppp1cc
K06269	Ppp1ca
K06268	Chp
K06268	Ppp3r2
K06268	Ppp3r1
K06268	Chp2
K11278	Npm3
K11279	Nap1l1
K11272	-
K11271	DscC1
K11276	Npm1
K11274	WdhD1
K11275	H1f0
K11275	HisT1h1t
K11275	H1fX
K11275	HisT1h1d
K11275	HisT1h1e
K11275	HisT1h1a
K11275	HisT1h1b
K11275	HisT1h1c
K00049	-
K00048	-
K00042	-
K00737	MgaT3
K00736	MgaT2
K00731	C1gAlt1
K00046	-
K00044	Hsd17b12
K00044	Hsd17b1
K01079	PspH
K01070	Esd
K01074	Ppt1
K01074	Ppt2
YKR042W	-
K11580	SgoL1
K04557	SepT5
K11853	Usp34
K11851	Usp30
K11584	Ppp2r5d
K11584	Ppp2r5e
K11584	Ppp2r5a
K11584	Ppp2r5b
K11584	Ppp2r5c
K11857	Usp47
K04638	Ift57
K04639	Gna13
K11854	Usp38
K11854	Usp35
K04630	GnaI2
K04630	GnaI3
K04630	GnaI1
K11587	Cbx5
K04634	GnaQ
K04635	Gna11
K04637	Gna15
K14977	-
K14970	MEN1
K00959	-
K00958	-
K00951	-
K00953	FlaD1
K00957	-
K00956	-
K15376	GPHN
K15374	TRAK2
K15371	-
B2RB53	B2RB53
K04663	Bmp7
K04663	Bmp6
K04663	Bmp5
K04663	Bmp8a
K04663	Bmp8b
Tma19	-
K02777	-
K02775	-
K02774	-
K02773	-
K02778	-
K05470	Cd70
b1739	-
K01602	-
K01601	-
K01609	-
K02805	-
K02806	-
K05277	-
K05275	-
K02802	-
K05279	-
K05278	-
K08849	RfwD3
K08849	MlkL
K03603	-
K03604	-
K03608	-
K03609	-
K08840	TniK
K08846	RipK2
K08845	AraF
K06070	PrkD1
K06070	PrkD2
K06070	PrkD3
K06071	Pkn1
K06071	Pkn3
K06071	Pkn2
K06072	DohH
K06075	-
E7EVS6	E7EVS6
Q7Z7J6	Q7Z7J6
K12467	-
K12464	MagEd1
K12462	ArhGdib
K12462	ArhGdia
K12460	KidIns220
K12468	-
K12469	Ehd2
K07657	-
K07659	-
K07385	-
K07387	-
K10319	FbxO45
K10317	FbxO42
K10313	FbxO38
K06928	NTPCR
K00384	TxnRd2
K00384	TxnRd3
K00384	TxnRd1
K00387	SuoX
K00380	-
K00381	-
K00382	Dld
K00383	Gsr
K01383	-
K01381	-
K01380	Ren
K01389	Mme
K11668	Ino80d
SPBC530.07c	-
K05719	ItgB1
K05868	CcnB3
K05868	CcnB2
K05868	CcnB1
K05869	CamK4
K05866	Cdc25b
K05867	Cdc25c
K08544	Nr2C2
K05717	Fn1
K05862	VdaC3
K05862	VdaC2
K05862	VdaC1
K05863	Slc25a31
K05863	Slc25a6
K05863	Slc25a5
K05863	Slc25a4
K00560	TymS
K00562	InmT
K00564	-
K00565	RnmT
K00566	TrmU
K00568	-
K00569	TpmT
Q53G99	Q53G99
K15787	-
K04409	Pak1
K01168	RnaSe1
K01168	RnaSe2
K04407	Map4k4
K04406	Map4k3
K01165	RnaSel
K01164	Pop7
K01164	Pop1
K01164	Rpp40
K01164	Rpp14
K04403	Tab1
K14561	IMP4
K14560	IMP3
K14563	FBL
K14562	TCOF1
K14565	NOP58
K14564	NOP56
K14567	UTP14A
K14567	UTP14C
K14566	FCF1
K14569	BMS1
K14568	EMG1
B7ZAP6	B7ZAP6
K01743	-
Ssz1	-
Q562N8	Q562N8
Q562N2	Q562N2
Q562N3	Q562N3
Q562N0	Q562N0
Q562N1	Q562N1
Q562N6	Q562N6
Q562N4	Q562N4
K02128	Atp5g1
K02128	Atp5g3
K02128	Atp5g2
K02129	Atp5i
K02528	-
K02126	Atp6
K02127	Atp5f1
K02125	Atp8
K03831	-
K03839	-
K13784	PTMA
K13038	-
K13788	-
K13789	-
K13034	-
K13035	-
K12257	-
K12251	-
K12045	TnnT2
K04722	TnfRsf10c
K04722	TnfRsf10b
K04722	TnfRsf10a
K04722	TnfRsf10d
K13250	Ssr2
K13251	Ssr3
K13254	SpaSt
K01534	-
O96019	ACL6A
K12076	Dlg1
K04725	XiaP
K04725	BirC3
K04725	BirC2
YGR180C	-
K06236	Col11a1
K06236	Col11a2
K06236	Col5a2
K06236	Col5a3
K06236	Col5a1
K06236	Col1a2
K06236	Col1a1
K06236	Col3a1
K06236	Col2a1
K06234	Rab23
K11788	-
K11789	VprBp
B3KW67	B3KW67
K11247	Sh3Gl1
K11247	Sh3Gl3
K11247	Sh3Gl2
K11786	-
K11787	GarT
K06249	RelN
K06246	LamC2
K06244	LamB3
K06243	LamB2
K06710	IcoSlg
K06241	LamA4
K06240	LamA3
K06240	LamA5
K11254	HisT1h4c
K11254	HisT1h4b
K11254	HisT1h4a
K11254	HisT4h4
K11254	HisT1h4g
K11254	HisT1h4f
K11254	HisT1h4e
K11254	HisT1h4d
K11254	HisT1h4k
K11254	HisT1h4j
K11254	HisT1h4i
K11254	HisT1h4h
K11254	HisT1h4l
K11254	HisT2h4b
K11254	HisT2h4a
K01543	Atp4b
K16204	-
K11257	Fut11
K11251	H2aFy2
K11251	H2aFb3
K11251	H2aFb2
K11251	H2aFb1
K11251	HIST2H2AA3
K11251	HisT2h2ab
K11251	HisT2h2ac
K11251	HisT1h2ah
K11251	H2aFv
K11251	HisT1h2ac
K11251	HIST2H2AA4
K11251	H2aFx
K11251	H2aFy
K11251	H2aFz
K11251	HisT1h2am
K11251	HisT1h2al
K11251	HisT1h2ai
K11251	H2aFj
K11251	HisT1h2ak
K11251	HisT1h2aj
K11251	HisT1h2ae
K11251	HisT1h2ad
K11251	HisT1h2ag
K11251	HisT1h2aa
K11251	HisT3h2a
K11251	HisT1h2ab
K11252	HisT2h2bf
K11252	HisT1h2bb
K11252	H2bFwt
K11252	HisT1h2bd
K11252	HisT1h2be
K11252	HisT1h2bf
K11252	HisT1h2bg
K11252	HisT3h2bb
K11252	HisT1h2ba
K11252	HisT2h2be
K11252	HisT1h2bc
K11252	HisT1h2bl
K11252	HisT1h2bm
K11252	HisT1h2bn
K11252	HisT1h2bo
K11252	HisT1h2bh
K11252	HisT1h2bi
K11252	HisT1h2bj
K11252	HisT1h2bk
K11253	HisT3h3
K11253	H3f3a
K11253	HisT2h3a
K11253	HisT2h3c
K11253	HisT1h3b
K11253	HisT1h3c
K11253	HisT2h3d
K11253	HisT1h3f
K11253	H3f3b
K11253	HisT1h3d
K11253	HisT1h3e
K11253	HisT1h3j
K11253	H3f3c
K11253	HisT1h3h
K11253	HisT1h3i
K11253	HisT1h3a
K11253	HisT1h3g
K00717	Fut8
K00710	GalNtl5
K00710	GalNtl4
K00710	GalNt14
K00710	GalNtl6
K00710	GalNtl1
K00710	GalNt13
K00710	GalNt10
K00710	GalNtl2
K00710	GalNt11
K00710	GalNt1
K00710	GalNt8
K00710	GalNt9
K00710	GalNt5
K00710	GalNt4
K00710	WbsCr17
K00710	GalNt12
K00710	GalNt7
K00710	GalNt6
K00710	GalNt2
K00710	GalNt3
K13122	Frg1
K10781	-
K10782	-
YER018C	-
K00769	-
K10129	GtsE1
K04650	NCOR1
K04659	ComP
K04659	ThbS4
K04659	ThbS2
K04659	ThbS3
K04659	ThbS1
K06173	Pus1
K00973	-
K00972	Uap1
K00972	Uap1l1
K00971	-
YML124C	-
K00976	FpgT
K00975	-
K00974	TrnT1
I3L1U9	I3L1U9
K00979	-
K14957	LSP1
K06179	-
K10140	Ddb2
K01596	Pck2
K01596	Pck1
K01597	Mvd
K01594	CsaD
K01595	-
K01592	-
K01593	Ddc
K01590	Hdc
K01591	-
K01598	PpcDc
K01599	UroD
K09365	Pou3f3
K09365	Pou3f2
K09365	Pou3f1
K09365	Pou3f4
K09364	Pou2f2
K09364	Pou2f3
K09364	Pou2f1
Q8TDY3	ACTT2
K12077	Pdk1
K08370	CYBRD1
K02717	-
K02716	-
K03990	C3
K03448	-
K03997	C8a
K01620	-
K01623	AldOa
K01623	AldOc
K01623	AldOb
K01624	-
K01625	-
K01626	-
K01627	-
K05298	-
K05291	PigS
K05290	PigK
K05293	PigU
K05292	PigT
K03669	-
K03662	Atp6ap1
K03660	Ogg1
K03661	Atp6v0b
K03667	-
K06013	ZmpSte24
K06018	-
b4037	-
K02605	Orc3
K10421	CliP1
K02991	Rps6
K02604	Orc2
K08281	-
K02995	Rps8
K02994	-
K12446	-
K12447	-
K12448	-
K12449	-
YOR247W	-
K11069	-
K11067	NagS
K11065	-
K06902	-
K08838	Stk24
K10331	Asb9
K03122	Gtf2a1l
K03122	Gtf2a1
K03122	StoN1
K08832	SrpK3
K08833	Map4k5
YCR089W	-
K05907	-
K05906	PcyOx1
K05901	BlvRb
K00366	-
K00364	GmpR2
K00364	GmpR
K00365	-
K00360	-
NotMapped	NotMapped
